,city,price,carat,clarity,color,cut,depth,table,x,y,z
8851,Antwerp,7848,1.51,VS1,J,Premium,62.3,59.0,7.31,7.34,4.56
8852,Antwerp,523,0.31,VS1,J,Premium,60.7,60.0,4.39,4.34,2.65
8853,Antwerp,7903,1.6,VS1,J,Premium,62.6,59.0,7.51,7.4,4.66
8854,Antwerp,6334,1.3,VS1,J,Premium,61.6,56.0,7.06,7.0,4.33
8855,Madrid,4303,1.09,VS1,J,Premium,59.3,57.0,6.79,6.74,4.01
8856,Madrid,8524,1.51,VS1,J,Premium,62.1,58.0,7.4,7.36,4.58
8857,Madrid,408,0.31,VS1,J,Premium,60.7,60.0,4.34,4.39,2.65
8858,Madrid,5510,1.23,VS1,J,Premium,62.7,58.0,6.82,6.79,4.27
8859,Madrid,2350,0.81,VS1,J,Premium,61.7,61.0,5.94,5.9,3.65
8860,Madrid,506,0.3,VS1,J,Premium,63.0,59.0,4.27,4.24,2.68
8861,Madrid,830,0.41,VS1,J,Premium,62.0,55.0,4.77,4.74,2.95
8862,Madrid,15201,2.2,VS1,J,Premium,61.7,59.0,8.34,8.3,5.13
8863,London,5618,1.27,VS1,J,Premium,62.6,59.0,6.92,6.88,4.32
8864,London,8204,1.51,VS1,J,Premium,61.4,57.0,7.38,7.3,4.51
8865,London,8366,1.52,VS1,J,Premium,61.2,59.0,7.39,7.36,4.51
8866,London,9836,1.64,VS1,J,Premium,60.6,59.0,7.67,7.61,4.63
8867,London,8058,1.53,VS1,J,Premium,60.1,59.0,7.47,7.51,4.5
8868,London,540,0.32,VS1,J,Premium,61.9,58.0,4.39,4.33,2.7
8869,London,5463,1.29,VS1,J,Premium,61.7,59.0,6.93,6.97,4.29
8870,London,17451,2.31,VS1,J,Premium,62.3,61.0,8.55,8.43,5.29
8871,Luxembourg,15035,2.09,VS1,J,Premium,61.2,59.0,8.22,8.31,5.06
8872,Luxembourg,1953,0.7,VS1,J,Premium,59.6,62.0,5.77,5.7,3.42
8873,Luxembourg,5412,1.23,VS1,J,Premium,62.7,58.0,6.79,6.82,4.27
8874,Luxembourg,8371,1.51,VS1,J,Premium,62.1,58.0,7.36,7.4,4.58
8875,Luxembourg,830,0.41,VS1,J,Premium,62.1,58.0,4.79,4.75,2.96
8876,Luxembourg,5518,1.27,VS1,J,Premium,62.6,59.0,6.88,6.92,4.32
8877,Luxembourg,8870,1.6,VS1,J,Premium,61.3,59.0,7.49,7.52,4.6
8878,Luxembourg,14973,2.05,VS1,J,Premium,62.5,60.0,8.09,8.14,5.07
8879,Luxembourg,8595,1.57,VS1,J,Premium,61.3,59.0,7.44,7.47,4.57
8880,Luxembourg,790,0.39,VS1,J,Premium,61.6,59.0,4.71,4.67,2.89
8881,Luxembourg,4032,1.0,VS1,J,Premium,62.8,57.0,6.39,6.35,4.0
8882,Amsterdam,1917,0.81,SI1,J,Premium,61.4,60.0,5.98,5.94,3.66
8883,Amsterdam,5073,1.25,SI1,J,Premium,62.0,58.0,6.88,6.9,4.27
8884,Amsterdam,12979,2.03,SI1,J,Premium,62.1,59.0,8.12,8.06,5.02
8885,Amsterdam,5042,1.22,SI1,J,Premium,61.9,58.0,6.87,6.84,4.24
8886,Amsterdam,12431,2.02,SI1,J,Premium,61.6,58.0,8.14,8.1,5.0
8887,Amsterdam,4214,1.13,SI1,J,Premium,61.3,59.0,6.77,6.67,4.12
8888,Amsterdam,1844,0.7,SI1,J,Premium,62.8,59.0,5.65,5.6,3.53
8889,Amsterdam,2168,0.82,SI1,J,Premium,61.2,58.0,5.99,6.04,3.68
8890,Amsterdam,5480,1.31,SI1,J,Premium,62.5,55.0,7.05,6.97,4.38
8891,Zurich,12308,2.0,SI1,J,Premium,62.2,59.0,7.97,7.92,4.94
8892,Zurich,13746,2.15,SI1,J,Premium,62.4,60.0,8.24,8.18,5.12
8893,Zurich,6857,1.72,SI1,J,Premium,62.0,56.0,7.76,7.7,4.79
8894,Zurich,16304,2.4,SI1,J,Premium,59.7,58.0,8.75,8.71,5.21
8895,Zurich,4036,1.04,SI1,J,Premium,60.2,56.0,6.61,6.54,3.96
8896,Zurich,4391,1.21,SI1,J,Premium,62.7,57.0,6.77,6.72,4.23
8897,Zurich,2321,0.87,SI1,J,Premium,61.4,57.0,6.17,6.14,3.78
8898,Zurich,14328,2.16,SI1,J,Premium,60.5,59.0,8.41,8.35,5.07
8899,Zurich,4113,1.2,SI1,J,Premium,62.8,58.0,6.77,6.7,4.23
8900,Las Vegas,3444,1.02,SI1,J,Premium,58.9,62.0,6.51,6.43,3.81
8901,Las Vegas,465,0.31,SI1,J,Premium,60.9,60.0,4.38,4.36,2.66
8902,Las Vegas,7550,1.6,SI1,J,Premium,62.2,58.0,7.48,7.54,4.67
8903,Las Vegas,7034,1.51,SI1,J,Premium,62.3,58.0,7.3,7.33,4.56
8904,Las Vegas,4475,1.31,SI1,J,Premium,60.7,58.0,7.11,7.06,4.3
8905,Las Vegas,3276,1.0,SI1,J,Premium,62.0,62.0,6.27,6.22,3.87
8906,Las Vegas,480,0.32,SI1,J,Premium,61.6,58.0,4.4,4.36,2.7
8907,Las Vegas,13069,2.23,SI1,J,Premium,62.1,59.0,8.29,8.33,5.16
8908,Las Vegas,5546,1.31,SI1,J,Premium,59.4,60.0,7.12,7.06,4.21
8909,Las Vegas,13938,2.18,SI1,J,Premium,62.9,59.0,8.25,8.21,5.18
8910,New York City,4222,1.16,SI1,J,Premium,62.5,58.0,6.73,6.67,4.19
8911,New York City,2088,0.8,SI1,J,Premium,60.0,60.0,6.1,5.97,3.66
8912,New York City,14258,2.23,SI1,J,Premium,62.4,59.0,8.36,8.33,5.21
8913,New York City,956,0.51,SI1,J,Premium,61.7,56.0,5.17,5.14,3.18
8914,New York City,3856,1.02,SI1,J,Premium,63.0,58.0,6.44,6.39,4.04
8915,Paris,4460,1.18,SI1,J,Premium,62.5,55.0,6.82,6.74,4.24
8916,Paris,675,0.4,SI1,J,Premium,61.4,58.0,4.79,4.76,2.93
8917,Paris,3524,1.11,SI1,J,Premium,59.5,58.0,6.89,6.77,4.07
8918,Paris,4082,1.35,SI1,J,Premium,62.1,54.0,7.15,7.09,4.42
8919,Paris,3712,1.0,SI1,J,Premium,60.8,58.0,6.39,6.44,3.9
8920,Paris,9271,1.73,SI1,J,Premium,60.7,58.0,7.78,7.73,4.71
8921,Paris,658,0.38,SI1,J,Premium,61.3,59.0,4.68,4.62,2.85
8922,Paris,4490,1.31,SI1,J,Premium,60.3,62.0,7.12,7.04,4.26
8923,Paris,6126,1.53,SI1,J,Premium,60.1,59.0,7.52,7.5,4.51
8924,Paris,10709,1.83,SI1,J,Premium,60.4,58.0,7.96,7.94,4.8
8925,Paris,12369,2.01,SI1,J,Premium,59.3,62.0,8.2,8.15,4.85
8926,Paris,3792,1.14,SI1,J,Premium,62.4,59.0,6.7,6.62,4.16
8927,Tel Aviv,7314,1.51,SI1,J,Premium,58.4,60.0,7.58,7.53,4.41
8928,Tel Aviv,4269,1.21,SI1,J,Premium,62.6,58.0,6.74,6.71,4.21
8929,Tel Aviv,4838,1.2,SI1,J,Premium,61.4,59.0,6.87,6.82,4.2
8930,Tel Aviv,2873,0.9,SI1,J,Premium,60.9,61.0,6.26,6.22,3.8
8931,Tel Aviv,2863,0.91,SI1,J,Premium,59.5,62.0,6.4,6.18,3.74
8932,Tel Aviv,5028,1.54,SI1,J,Premium,61.1,58.0,7.48,7.41,4.55
8933,Tel Aviv,4514,1.2,SI1,J,Premium,60.7,60.0,6.88,6.92,4.19
8934,Tel Aviv,8324,1.72,SI1,J,Premium,61.7,58.0,7.71,7.81,4.79
8935,Tel Aviv,2227,0.8,SI1,J,Premium,60.1,57.0,6.03,5.98,3.61
8936,Tel Aviv,13731,2.07,SI1,J,Premium,61.7,60.0,8.23,8.15,5.05
8937,Tel Aviv,1954,0.78,SI1,J,Premium,63.0,60.0,5.88,5.82,3.66
8938,Tel Aviv,12048,2.01,SI1,J,Premium,60.9,58.0,8.15,8.07,4.94
8939,Tel Aviv,6680,1.51,SI1,J,Premium,60.4,62.0,7.42,7.32,4.45
8940,Tel Aviv,6976,1.51,SI1,J,Premium,61.2,62.0,7.36,7.32,4.49
8941,Tel Aviv,4838,1.2,SI1,J,Premium,60.6,59.0,6.88,6.84,4.16
8942,Dubai,4423,1.17,SI1,J,Premium,61.9,58.0,6.77,6.73,4.18
8943,Dubai,5114,1.26,SI1,J,Premium,61.7,58.0,6.91,6.99,4.29
8944,Dubai,12369,2.01,SI1,J,Premium,60.5,59.0,8.12,8.01,4.88
8945,Dubai,410,0.36,SI1,J,Premium,61.6,60.0,4.54,4.58,2.81
8946,Dubai,7757,1.71,SI1,J,Premium,61.9,58.0,7.62,7.56,4.7
8947,Dubai,7638,1.55,SI1,J,Premium,62.5,58.0,7.4,7.36,4.61
8948,Dubai,4657,1.2,SI1,J,Premium,61.5,59.0,6.84,6.81,4.2
8949,Dubai,7441,1.51,SI1,J,Premium,63.0,58.0,7.32,7.28,4.6
8950,Dubai,1838,0.8,SI1,J,Premium,61.4,57.0,5.98,5.95,3.66
8951,Dubai,1904,0.76,SI1,J,Premium,58.4,59.0,6.01,5.97,3.51
8952,Dubai,4326,1.16,SI1,J,Premium,62.2,58.0,6.75,6.68,4.18
8953,Dubai,4574,1.21,SI1,J,Premium,59.7,60.0,6.93,6.9,4.13
8954,Dubai,6806,1.5,SI1,J,Premium,60.5,59.0,7.38,7.47,4.49
8955,Dubai,13930,2.1,SI1,J,Premium,62.9,58.0,8.15,8.09,5.11
8956,Dubai,7502,1.55,SI1,J,Premium,62.5,58.0,7.36,7.4,4.61
8957,Dubai,7589,1.54,SI1,J,Premium,61.2,59.0,7.45,7.41,4.55
8958,Kimberly,5446,1.31,SI1,J,Premium,59.4,60.0,7.06,7.12,4.21
8959,Kimberly,8690,1.71,SI1,J,Premium,61.7,59.0,7.63,7.7,4.73
8960,Kimberly,10885,1.9,SI1,J,Premium,61.9,57.0,7.98,7.95,4.93
8961,Kimberly,2905,0.91,SI1,J,Premium,62.8,59.0,6.19,6.14,3.87
8962,Kimberly,17186,2.56,SI1,J,Premium,61.4,58.0,8.76,8.73,5.37
8963,Kimberly,5207,1.26,SI1,J,Premium,61.7,58.0,6.99,6.91,4.29
8964,Kimberly,12048,2.01,SI1,J,Premium,62.3,59.0,8.03,7.97,4.98
8965,Kimberly,7258,1.5,SI1,J,Premium,61.7,59.0,7.36,7.32,4.53
8966,Kimberly,1690,0.71,SI1,J,Premium,62.4,61.0,5.68,5.63,3.53
8967,Kimberly,12690,2.01,SI1,J,Premium,60.5,59.0,8.12,8.01,4.88
8968,Kimberly,4173,1.08,SI1,J,Premium,61.0,60.0,6.62,6.57,4.02
8969,Kimberly,3141,0.9,SI1,J,Premium,60.4,59.0,6.27,6.24,3.78
8970,Kimberly,1785,0.72,SI1,J,Premium,62.0,58.0,5.74,5.77,3.57
8971,Kimberly,7255,1.51,SI1,J,Premium,60.6,57.0,7.46,7.38,4.5
8972,Kimberly,9165,1.73,SI1,J,Premium,61.0,59.0,7.75,7.68,4.71
8973,Kimberly,1958,0.75,SI1,J,Premium,61.7,56.0,5.92,5.81,3.62
8974,Kimberly,1909,0.77,SI1,J,Premium,61.8,59.0,5.82,5.86,3.61
8975,Kimberly,2199,0.81,SI1,J,Premium,61.8,57.0,6.02,5.96,3.7
8976,Kimberly,4098,1.08,SI1,J,Premium,61.0,60.0,6.57,6.62,4.02
8977,Surat,4649,1.23,SI1,J,Premium,61.9,54.0,6.89,6.86,4.26
8978,Surat,541,0.36,SI1,J,Premium,61.3,60.0,4.59,4.52,2.79
8979,Surat,15323,2.31,SI1,J,Premium,61.1,60.0,8.58,8.51,5.22
8980,Surat,13219,2.01,SI1,J,Premium,63.0,57.0,8.07,8.0,5.06
8981,Surat,7654,1.58,SI1,J,Premium,59.8,58.0,7.61,7.57,4.54
8982,Surat,5876,1.31,SI1,J,Premium,59.6,59.0,7.16,7.13,4.26
8983,Surat,1735,0.7,SI1,J,Premium,61.3,59.0,5.73,5.75,3.52
8984,Surat,1924,0.79,SI1,J,Premium,58.8,62.0,6.03,6.01,3.54
8985,Surat,4770,1.21,SI1,J,Premium,59.9,60.0,6.89,6.86,4.12
8986,Surat,1931,0.74,SI1,J,Premium,61.6,59.0,5.82,5.77,3.57
8987,Surat,5290,1.28,SI1,J,Premium,61.9,56.0,7.13,7.0,4.37
8988,Surat,16004,2.25,SI1,J,Premium,61.8,61.0,8.46,8.39,5.21
8989,Surat,3187,0.96,SI1,J,Premium,62.9,59.0,6.3,6.22,3.94
8990,Surat,13864,2.09,SI1,J,Premium,62.2,59.0,8.23,8.16,5.1
8991,Surat,1348,0.55,SI1,J,Premium,60.5,59.0,5.33,5.28,3.21
8992,Surat,6367,1.52,SI1,J,Premium,61.0,59.0,7.41,7.35,4.5
8993,Surat,1188,0.66,SI1,J,Premium,61.0,61.0,5.64,5.59,3.43
8994,Surat,2010,0.77,SI1,J,Premium,61.8,59.0,5.86,5.82,3.61
8995,Surat,11188,2.01,SI1,J,Premium,60.3,56.0,8.02,7.96,4.82
8996,Surat,5121,1.27,SI1,J,Premium,61.8,58.0,6.97,6.91,4.29
8997,Surat,9793,2.01,SI1,J,Premium,61.7,60.0,8.12,8.09,5.0
8998,Surat,1020,0.51,SI1,J,Premium,62.6,59.0,5.1,5.06,3.18
8999,Surat,9205,1.79,SI1,J,Premium,60.9,60.0,7.79,7.83,4.76
9000,Antwerp,5569,1.3,SI1,J,Premium,61.0,59.0,7.09,7.01,4.3
9001,Antwerp,2858,0.92,SI1,J,Premium,62.9,58.0,6.22,6.18,3.9
9002,Antwerp,3269,0.96,SI1,J,Premium,60.3,59.0,6.4,6.36,3.85
9003,Antwerp,12209,2.01,SI1,J,Premium,60.7,61.0,8.15,8.1,4.93
9004,Antwerp,4064,1.12,SI1,J,Premium,62.3,57.0,6.72,6.61,4.15
9005,Antwerp,2199,0.79,SI1,J,Premium,59.1,57.0,6.08,6.06,3.59
9006,Antwerp,3780,1.0,SI1,J,Premium,62.8,59.0,6.37,6.27,3.97
9007,Antwerp,5080,1.26,SI1,J,Premium,61.8,58.0,6.91,6.88,4.26
9008,Antwerp,12492,2.03,SI1,J,Premium,60.1,58.0,8.26,8.21,4.95
9009,Antwerp,2283,0.82,SI1,J,Premium,61.2,58.0,6.04,5.99,3.68
9010,Antwerp,465,0.31,SI1,J,Premium,62.7,59.0,4.32,4.29,2.7
9011,Antwerp,11638,2.33,SI1,J,Premium,61.1,58.0,8.6,8.56,5.24
9012,Antwerp,2083,0.82,SI1,J,Premium,62.2,58.0,5.98,5.94,3.71
9013,Antwerp,1181,0.63,SI1,J,Premium,61.9,59.0,5.49,5.47,3.39
9014,Antwerp,1827,0.7,SI1,J,Premium,63.0,56.0,5.66,5.61,3.55
9015,Madrid,3780,1.0,SI1,J,Premium,60.8,58.0,6.44,6.39,3.9
9016,Madrid,363,0.31,SI1,J,Premium,60.9,60.0,4.36,4.38,2.66
9017,Madrid,12364,2.38,SI1,J,Premium,62.4,58.0,8.54,8.46,5.31
9018,Madrid,365,0.32,SI1,J,Premium,62.2,59.0,4.37,4.41,2.73
9019,Madrid,17452,2.51,SI1,J,Premium,59.6,60.0,8.84,8.79,5.25
9020,Madrid,4939,1.4,SI1,J,Premium,62.9,59.0,7.16,7.07,4.48
9021,Madrid,465,0.31,SI1,J,Premium,61.9,59.0,4.32,4.28,2.66
9022,Madrid,4687,1.24,SI1,J,Premium,61.8,58.0,6.9,6.86,4.25
9023,Madrid,14711,2.33,SI1,J,Premium,59.9,59.0,8.7,8.65,5.2
9024,Madrid,513,0.38,SI1,J,Premium,61.3,59.0,4.62,4.68,2.85
9025,Madrid,8487,1.66,SI1,J,Premium,60.7,58.0,7.72,7.63,4.66
9026,Madrid,18485,2.57,SI1,J,Premium,63.0,58.0,8.77,8.65,5.49
9027,Madrid,12862,2.03,SI1,J,Premium,62.1,59.0,8.06,8.12,5.02
9028,London,14129,2.23,SI1,J,Premium,62.4,59.0,8.33,8.36,5.21
9029,London,480,0.32,SI1,J,Premium,63.0,58.0,4.35,4.32,2.73
9030,London,7822,1.51,SI1,J,Premium,59.9,60.0,7.46,7.41,4.45
9031,London,5266,1.21,SI1,J,Premium,62.2,57.0,6.84,6.76,4.23
9032,London,8848,1.71,SI1,J,Premium,62.9,58.0,7.64,7.58,4.79
9033,London,1827,0.7,SI1,J,Premium,61.3,59.0,5.75,5.73,3.52
9034,London,4717,1.2,SI1,J,Premium,60.0,61.0,6.89,6.84,4.12
9035,London,453,0.31,SI1,J,Premium,59.4,62.0,4.43,4.39,2.62
9036,London,3856,1.02,SI1,J,Premium,61.8,58.0,6.5,6.44,4.0
9037,London,1579,0.72,SI1,J,Premium,60.4,61.0,5.87,5.82,3.53
9038,London,4153,1.03,SI1,J,Premium,61.7,54.0,6.56,6.5,4.03
9039,Luxembourg,2873,0.9,SI1,J,Premium,61.8,58.0,6.16,6.13,3.8
9040,Luxembourg,3528,1.0,SI1,J,Premium,61.9,62.0,6.36,6.33,3.93
9041,Luxembourg,4064,1.12,SI1,J,Premium,62.7,55.0,6.65,6.61,4.16
9042,Luxembourg,1125,0.5,SI1,J,Premium,60.7,58.0,5.13,5.11,3.11
9043,Luxembourg,3416,1.0,SI1,J,Premium,62.7,57.0,6.4,6.33,3.99
9044,Luxembourg,5438,1.3,SI1,J,Premium,61.8,59.0,6.99,6.95,4.31
9045,Luxembourg,4492,1.21,SI1,J,Premium,59.7,60.0,6.9,6.93,4.13
9046,Amsterdam,2203,0.72,VVS1,J,Premium,61.4,61.0,5.77,5.7,3.52
9047,Las Vegas,15836,2.01,VVS1,J,Premium,62.2,58.0,8.1,7.89,5.0
9048,New York City,11005,1.7,VVS1,J,Premium,62.9,60.0,7.61,7.56,4.77
9049,New York City,8568,1.5,VVS1,J,Premium,62.3,62.0,7.23,7.16,4.48
9050,Paris,921,0.39,VVS1,J,Premium,62.5,58.0,4.67,4.61,2.9
9051,Paris,17606,2.1,VVS1,J,Premium,61.3,58.0,8.29,8.24,5.07
9052,Tel Aviv,921,0.39,VVS1,J,Premium,62.8,58.0,4.66,4.61,2.91
9053,Tel Aviv,9383,1.54,VVS1,J,Premium,62.4,59.0,7.38,7.36,4.6
9054,Tel Aviv,921,0.39,VVS1,J,Premium,61.8,56.0,4.71,4.64,2.89
9055,Tel Aviv,3617,0.9,VVS1,J,Premium,62.0,58.0,6.19,6.11,3.81
9056,Kimberly,9384,1.53,VVS1,J,Premium,61.6,59.0,7.35,7.39,4.54
9057,Kimberly,9555,1.53,VVS1,J,Premium,61.6,59.0,7.39,7.35,4.54
9058,Kimberly,9215,1.54,VVS1,J,Premium,62.4,59.0,7.36,7.38,4.6
9059,Surat,6001,1.21,VVS1,J,Premium,61.3,59.0,6.86,6.81,4.19
9060,Antwerp,17891,2.16,VVS1,J,Premium,61.5,58.0,8.36,8.26,5.11
9061,Antwerp,9155,1.53,VVS1,J,Premium,61.6,58.0,7.37,7.4,4.55
9062,London,1844,0.7,VVS1,J,Premium,60.9,58.0,5.74,5.79,3.51
9063,Amsterdam,1764,0.7,VVS2,J,Premium,60.6,58.0,5.73,5.82,3.5
9064,Amsterdam,5768,1.23,VVS2,J,Premium,61.2,57.0,6.92,6.86,4.22
9065,Amsterdam,8760,1.5,VVS2,J,Premium,61.8,60.0,7.36,7.33,4.54
9066,Zurich,778,0.38,VVS2,J,Premium,60.5,59.0,4.72,4.69,2.84
9067,Las Vegas,9882,1.66,VVS2,J,Premium,62.6,59.0,7.54,7.58,4.73
9068,Las Vegas,7983,1.5,VVS2,J,Premium,62.8,62.0,7.25,7.22,4.54
9069,Las Vegas,8930,1.51,VVS2,J,Premium,62.9,58.0,7.33,7.21,4.57
9070,New York City,3459,0.9,VVS2,J,Premium,62.5,61.0,6.15,6.08,3.82
9071,Paris,8870,1.5,VVS2,J,Premium,61.5,60.0,7.31,7.27,4.48
9072,Paris,8427,1.52,VVS2,J,Premium,58.3,62.0,7.61,7.49,4.4
9073,Paris,8603,1.5,VVS2,J,Premium,61.8,60.0,7.33,7.36,4.54
9074,Tel Aviv,3864,1.0,VVS2,J,Premium,59.6,61.0,6.4,6.36,3.8
9075,Dubai,15214,2.0,VVS2,J,Premium,63.0,59.0,8.0,7.97,5.03
9076,Kimberly,8770,1.51,VVS2,J,Premium,62.6,59.0,7.31,7.33,4.58
9077,Kimberly,6356,1.29,VVS2,J,Premium,62.6,59.0,6.98,6.91,4.35
9078,Kimberly,5431,1.21,VVS2,J,Premium,61.7,60.0,6.82,6.85,4.22
9079,Antwerp,5572,1.21,VVS2,J,Premium,60.8,60.0,6.86,6.88,4.18
9080,Antwerp,7319,1.37,VVS2,J,Premium,59.4,61.0,7.29,7.25,4.32
9081,Antwerp,3897,1.01,VVS2,J,Premium,62.7,59.0,6.46,6.39,4.03
9082,Antwerp,3669,0.95,VVS2,J,Premium,62.6,59.0,6.23,6.26,3.91
9083,Madrid,8770,1.51,VVS2,J,Premium,62.5,59.0,7.29,7.34,4.57
9084,Luxembourg,5531,1.21,VVS2,J,Premium,61.7,60.0,6.85,6.82,4.22
9085,Luxembourg,8930,1.51,VVS2,J,Premium,62.6,59.0,7.33,7.31,4.58
9086,Amsterdam,9596,1.53,IF,J,Premium,61.1,58.0,7.45,7.41,4.54
9087,Surat,1063,0.4,IF,J,Premium,62.2,61.0,4.71,4.68,2.92
9088,Antwerp,2264,0.7,IF,J,Premium,60.5,59.0,5.73,5.67,3.45
9089,Antwerp,9424,1.53,IF,J,Premium,61.1,58.0,7.41,7.45,4.54
9090,Antwerp,10165,1.61,IF,J,Premium,62.1,58.0,7.47,7.53,4.66
9091,Antwerp,533,0.32,IF,J,Premium,61.2,59.0,4.41,4.44,2.71
9092,Antwerp,18594,2.29,IF,J,Premium,61.4,60.0,8.49,8.45,5.2
9093,Madrid,2150,0.7,IF,J,Premium,60.5,59.0,5.67,5.73,3.45
9094,London,10350,1.61,IF,J,Premium,62.1,58.0,7.53,7.47,4.66
9095,Amsterdam,5051,2.0,I1,J,Premium,61.5,59.0,8.11,8.06,4.97
9096,Zurich,5203,2.06,I1,J,Premium,61.2,58.0,8.1,8.07,4.95
9097,New York City,2825,1.17,I1,J,Premium,60.2,61.0,6.9,6.83,4.13
9098,Kimberly,2994,1.24,I1,J,Premium,61.9,55.0,6.92,6.85,4.26
9099,Surat,15223,4.01,I1,J,Premium,62.5,62.0,10.02,9.94,6.24
9100,Antwerp,10628,2.63,I1,J,Premium,62.3,61.0,8.81,8.76,5.47
9101,Antwerp,945,0.72,I1,J,Premium,62.9,59.0,5.8,5.63,3.58
9102,Antwerp,2602,1.01,I1,J,Premium,60.7,59.0,6.42,6.39,3.89
9103,London,5277,1.69,I1,J,Premium,60.2,61.0,7.79,7.7,4.66
9104,Luxembourg,2195,0.95,I1,J,Premium,61.7,59.0,6.32,6.26,3.88
9105,Amsterdam,6909,1.02,VS2,D,Premium,59.8,61.0,6.61,6.54,3.93
9106,Amsterdam,5259,0.91,VS2,D,Premium,62.0,58.0,6.15,6.2,3.83
9107,Amsterdam,16137,1.55,VS2,D,Premium,61.5,58.0,7.51,7.48,4.61
9108,Amsterdam,9720,1.26,VS2,D,Premium,62.5,59.0,6.91,6.85,4.3
9109,Amsterdam,1050,0.4,VS2,D,Premium,60.5,59.0,4.8,4.76,2.89
9110,Amsterdam,15052,1.5,VS2,D,Premium,60.2,59.0,7.48,7.36,4.47
9111,Amsterdam,2968,0.71,VS2,D,Premium,58.7,61.0,5.88,5.85,3.44
9112,Amsterdam,2950,0.71,VS2,D,Premium,62.1,60.0,5.72,5.68,3.54
9113,Amsterdam,710,0.3,VS2,D,Premium,61.7,58.0,4.3,4.32,2.66
9114,Amsterdam,852,0.36,VS2,D,Premium,59.1,58.0,4.63,4.68,2.75
9115,Amsterdam,2773,0.7,VS2,D,Premium,58.0,62.0,5.87,5.78,3.38
9116,Amsterdam,829,0.35,VS2,D,Premium,62.0,58.0,4.54,4.56,2.82
9117,Amsterdam,2977,0.76,VS2,D,Premium,60.9,58.0,5.9,5.85,3.58
9118,Amsterdam,7280,1.06,VS2,D,Premium,59.6,60.0,6.71,6.68,3.99
9119,Amsterdam,911,0.3,VS2,D,Premium,61.7,58.0,4.32,4.3,2.66
9120,Amsterdam,1892,0.54,VS2,D,Premium,61.5,58.0,5.21,5.26,3.22
9121,Amsterdam,1117,0.38,VS2,D,Premium,58.8,61.0,4.74,4.71,2.78
9122,Zurich,942,0.31,VS2,D,Premium,62.6,59.0,4.33,4.3,2.7
9123,Zurich,1050,0.4,VS2,D,Premium,61.7,59.0,4.75,4.72,2.92
9124,Zurich,2066,0.56,VS2,D,Premium,61.1,58.0,5.34,5.3,3.25
9125,Zurich,1842,0.52,VS2,D,Premium,62.4,58.0,5.13,5.09,3.19
9126,Zurich,852,0.36,VS2,D,Premium,60.5,58.0,4.6,4.63,2.79
9127,Zurich,911,0.3,VS2,D,Premium,62.0,59.0,4.27,4.22,2.63
9128,Zurich,6814,1.04,VS2,D,Premium,62.0,60.0,6.49,6.45,4.01
9129,Zurich,734,0.31,VS2,D,Premium,60.7,59.0,4.35,4.38,2.65
9130,Zurich,911,0.3,VS2,D,Premium,60.9,58.0,4.35,4.32,2.64
9131,Zurich,710,0.3,VS2,D,Premium,60.7,60.0,4.33,4.37,2.64
9132,Zurich,911,0.3,VS2,D,Premium,61.1,59.0,4.31,4.26,2.62
9133,Zurich,1993,0.54,VS2,D,Premium,61.7,58.0,5.24,5.16,3.21
9134,Zurich,16889,1.54,VS2,D,Premium,59.3,59.0,7.61,7.54,4.49
9135,Zurich,710,0.3,VS2,D,Premium,61.0,58.0,4.32,4.34,2.64
9136,Zurich,7101,1.02,VS2,D,Premium,62.7,58.0,6.44,6.35,4.01
9137,Zurich,972,0.32,VS2,D,Premium,61.7,59.0,4.43,4.38,2.72
9138,Zurich,2859,0.7,VS2,D,Premium,59.6,61.0,5.8,5.77,3.45
9139,Zurich,710,0.3,VS2,D,Premium,61.1,59.0,4.26,4.31,2.62
9140,Zurich,9916,1.24,VS2,D,Premium,59.3,58.0,7.09,7.03,4.19
9141,Las Vegas,1812,0.51,VS2,D,Premium,61.9,62.0,5.12,5.09,3.16
9142,Las Vegas,1783,0.53,VS2,D,Premium,62.4,59.0,5.14,5.18,3.22
9143,Las Vegas,1882,0.51,VS2,D,Premium,59.7,58.0,5.24,5.18,3.11
9144,Las Vegas,911,0.3,VS2,D,Premium,60.6,59.0,4.36,4.28,2.62
9145,Las Vegas,6868,1.0,VS2,D,Premium,59.6,60.0,6.57,6.52,3.9
9146,Las Vegas,1069,0.33,VS2,D,Premium,61.1,56.0,4.54,4.5,2.76
9147,Las Vegas,7683,1.08,VS2,D,Premium,61.2,60.0,6.61,6.63,4.05
9148,Las Vegas,829,0.32,VS2,D,Premium,58.8,59.0,4.52,4.49,2.65
9149,Las Vegas,846,0.41,VS2,D,Premium,61.8,58.0,4.76,4.79,2.95
9150,New York City,2855,0.74,VS2,D,Premium,62.4,57.0,5.8,5.74,3.6
9151,New York City,7479,1.06,VS2,D,Premium,59.3,55.0,6.7,6.65,3.96
9152,New York City,1822,0.52,VS2,D,Premium,61.2,58.0,5.16,5.2,3.17
9153,New York City,1752,0.5,VS2,D,Premium,61.1,58.0,5.09,5.12,3.12
9154,New York City,710,0.3,VS2,D,Premium,60.6,59.0,4.28,4.36,2.62
9155,New York City,792,0.41,VS2,D,Premium,62.6,59.0,4.74,4.75,2.97
9156,New York City,1825,0.53,VS2,D,Premium,59.9,58.0,5.29,5.26,3.16
9157,New York City,3428,0.77,VS2,D,Premium,61.2,59.0,5.91,5.86,3.6
